Date,C5TC,C2,C3,C5,C7,C8,C9,C10,C14,C16,C17
2016-08-18,5962.0,,,,,,,,,,
2016-08-19,5846.0,,,,,,,,,,
2016-08-22,5885.0,,,,,,,,,,
2016-08-23,6008.0,,,,,,,,,,
2016-08-24,6460.0,,,,,,,,,,
2016-08-25,6826.0,,,,,,,,,,
2016-08-26,6921.0,,,,,,,,,,
2016-08-30,6808.0,,,,,,,,,,
2016-08-31,6730.0,,,,,,,,,,
2016-09-01,6831.0,,,,,,,,,,
2016-09-02,7191.0,,,,,,,,,,
2016-09-05,7459.0,,,,,,,,,,
2016-09-06,8288.0,,,,,,,,,,
2016-09-07,9408.0,,,,,,,,,,
2016-09-08,10170.0,,,,,,,,,,
2016-09-09,10649.0,,,,,,,,,,
2016-09-12,10725.0,,,,,,,,,,
2016-09-13,10606.0,,,,,,,,,,
2016-09-14,9258.0,,,,,,,,,,
2016-09-15,9618.0,,,,,,,,,,
2016-09-16,10929.0,,,,,,,,,,
2016-09-19,12167.0,,,,,,,,,,
2016-09-20,13153.0,,,,,,,,,,
2016-09-21,14366.0,,,,,,,,,,
2016-09-22,15301.0,,,,,,,,,,
2016-09-23,15202.0,,,,,,,,,,
2016-09-26,14787.0,,,,,,,,,,
2016-09-27,14540.0,,,,,,,,,,
2016-09-28,13849.0,,,,,,,,,,
2016-09-29,13069.0,,,,,,,,,,
2016-09-30,12710.0,,,,,,,,,,
2016-10-03,12425.0,,,,,,,,,,
2016-10-04,12380.0,,,,,,,,,,
2016-10-05,12773.0,,,,,,,,,,
2016-10-06,14443.0,,,,,,,,,,
2016-10-07,14622.0,,,,,,,,,,
2016-10-10,14571.0,,,,,,,,,,
2016-10-11,14486.0,,,,,,,,,,
2016-10-12,13783.0,,,,,,,,,,
2016-10-13,12770.0,,,,,,,,,,
2016-10-14,12744.0,,,,,,,,,,
2016-10-17,12644.0,,,,,,,,,,
2016-10-18,12203.0,,,,,,,,,,
2016-10-19,11244.0,,,,,,,,,,
2016-10-20,10123.0,,,,,,,,,,
2016-10-21,9659.0,,,,,,,,,,
2016-10-24,9128.0,,,,,,,,,,
2016-10-25,8394.0,,,,,,,,,,
2016-10-26,7936.0,,,,,,,,,,
2016-10-27,7763.0,,,,,,,,,,
2016-10-28,9056.0,,,,,,,,,,
2016-10-31,9949.0,,,,,,,,,,
2016-11-01,9369.0,,,,,,,,,,
2016-11-02,9334.0,,,,,,,,,,
2016-11-03,9893.0,,,,,,,,,,
2016-11-04,10141.0,,,,,,,,,,
2016-11-07,10733.0,,,,,,,,,,
2016-11-08,12159.0,,,,,,,,,,
2016-11-09,13606.0,,,,,,,,,,
2016-11-10,14094.0,,,,,,,,,,
2016-11-11,16269.0,,,,,,,,,,
2016-11-14,16526.0,,,,,,,,,,
2016-11-15,16299.0,,,,,,,,,,
2016-11-16,17499.0,,,,,,,,,,
2016-11-17,19515.0,,,,,,,,,,
2016-11-18,19364.0,,,,,,,,,,
2016-11-21,18353.0,,,,,,,,,,
2016-11-22,17817.0,,,,,,,,,,
2016-11-23,17035.0,,,,,,,,,,
2016-11-24,15836.0,,,,,,,,,,
2016-11-25,14882.0,,,,,,,,,,
2016-11-28,14836.0,,,,,,,,,,
2016-11-29,15168.0,,,,,,,,,,
2016-11-30,14812.0,,,,,,,,,,
2016-12-01,14259.0,,,,,,,,,,
2016-12-02,14061.0,,,,,,,,,,
2016-12-05,13613.0,,,,,,,,,,
2016-12-06,12938.0,,,,,,,,,,
2016-12-07,11893.0,,,,,,,,,,
2016-12-08,10354.0,,,,,,,,,,
2016-12-09,9342.0,,,,,,,,,,
2016-12-12,8740.0,,,,,,,,,,
2016-12-13,8353.0,,,,,,,,,,
2016-12-14,7133.0,,,,,,,,,,
2016-12-15,6570.0,,,,,,,,,,
2016-12-16,6729.0,,,,,,,,,,
2016-12-19,6729.0,,,,,,,,,,
2016-12-20,6873.0,,,,,,,,,,
2016-12-21,8040.0,,,,,,,,,,
2016-12-22,8605.0,,,,,,,,,,
2016-12-23,10078.0,,,,,,,,,,
2017-01-03,11277.0,,,,,,,,,,
2017-01-04,12410.0,,,,,,,,,,
2017-01-05,13176.0,,,,,,,,,,
2017-01-06,12345.0,,,,,,,,,,
2017-01-09,11796.0,,,,,,,,,,
2017-01-10,10787.0,,,,,,,,,,
2017-01-11,9468.0,,,,,,,,,,
2017-01-12,9524.0,,,,,,,,,,
2017-01-13,10343.0,,,,,,,,,,
2017-01-16,11002.0,,,,,,,,,,
2017-01-17,11155.0,,,,,,,,,,
2017-01-18,12512.0,,,,,,,,,,
2017-01-19,12334.0,,,,,,,,,,
2017-01-20,11915.0,,,,,,,,,,
2017-01-23,11689.0,,,,,,,,,,
2017-01-24,10789.0,,,,,,,,,,
2017-01-25,10006.0,,,,,,,,,,
2017-01-26,9314.0,,,,,,,,,,
2017-01-27,8987.0,,,,,,,,,,
2017-01-30,8712.0,,,,,,,,,,
2017-01-31,8515.0,,,,,,,,,,
2017-02-01,8318.0,,,,,,,,,,
2017-02-02,7931.0,,,,,,,,,,
2017-02-03,7381.0,,,,,,,,,,
2017-02-06,6849.0,,,,,,,,,,
2017-02-07,6093.0,,,,,,,,,,
2017-02-08,5538.0,,,,,,,,,,
2017-02-09,5625.0,,,,,,,,,,
2017-02-10,5363.0,,,,,,,,,,
2017-02-13,4808.0,,,,,,,,,,
2017-02-14,4630.0,,,,,,,,,,
2017-02-15,4655.0,,,,,,,,,,
2017-02-16,5247.0,,,,,,,,,,
2017-02-17,6130.0,,,,,,,,,,
2017-02-20,6496.0,,,,,,,,,,
2017-02-21,7008.0,,,,,,,,,,
2017-02-22,7708.0,,,,,,,,,,
2017-02-23,9094.0,,,,,,,,,,
2017-02-24,9358.0,,,,,,,,,,
2017-02-27,9133.0,,,,,,,,,,
2017-02-28,8027.0,,,,,,,,,,
2017-03-01,7893.0,,,,,,,,,,
2017-03-02,8571.0,,,,,,,,,,
2017-03-03,9425.0,,,,,,,,,,
2017-03-06,10439.0,,,,,,,,,,
2017-03-07,11866.0,,,,,,,,,,
2017-03-08,11889.0,,,,,,,,,,
2017-03-09,12440.0,,,,,,,,,,
2017-03-10,13231.0,,,,,,,,,,
2017-03-13,13643.0,,,,,,,,,,
2017-03-14,14250.0,,,,,,,,,,
2017-03-15,15764.0,,,,,,,,,,
2017-03-16,16757.0,,,,,,,,,,
2017-03-17,17763.0,,,,,,,,,,
2017-03-20,18080.0,,,,,,,,,,
2017-03-21,17842.0,,,,,,,,,,
2017-03-22,17292.0,,,,,,,,,,
2017-03-23,16966.0,,,,,,,,,,
2017-03-24,18078.0,,,,,,,,,,
2017-03-27,19266.0,,,,,,,,,,
2017-03-28,20657.0,,,,,,,,,,
2017-03-29,20560.0,,,,,,,,,,
2017-03-30,19901.0,,,,,,,,,,
2017-03-31,18864.0,,,,,,,,,,
2017-04-03,18259.0,,,,,,,,,,
2017-04-04,17275.0,,,,,,,,,,
2017-04-05,16149.0,,,,,,,,,,
2017-04-06,15698.0,,,,,,,,,,
2017-04-07,15570.0,,,,,,,,,,
2017-04-10,15493.0,,,,,,,,,,
2017-04-11,16000.0,,,,,,,,,,
2017-04-12,16287.0,,,,,,,,,,
2017-04-13,16361.0,,,,,,,,,,
2017-04-18,16154.0,,,,,,,,,,
2017-04-19,15524.0,,,,,,,,,,
2017-04-20,14660.0,,,,,,,,,,
2017-04-21,13369.0,,,,,,,,,,
2017-04-24,12960.0,,,,,,,,,,
2017-04-25,12879.0,,,,,,,,,,
2017-04-26,13135.0,,,,,,,,,,
2017-04-27,13340.0,,,,,,,,,,
2017-04-28,13285.0,,,,,,,,,,
2017-05-02,12598.0,,,,,,,,,,
2017-05-03,11840.0,,,,,,,,,,
2017-05-04,11414.0,,,,,,,,,,
2017-05-05,11499.0,,,,,,,,,,
2017-05-08,12082.0,,,,,,,,,,
2017-05-09,12446.0,,,,,,,,,,
2017-05-10,12404.0,,,,,,,,,,
2017-05-11,12741.0,,,,,,,,,,
2017-05-12,12944.0,,,,,,,,,,
2017-05-15,12385.0,,,,,,,,,,
2017-05-16,12114.0,,,,,,,,,,
2017-05-17,11737.0,,,,,,,,,,
2017-05-18,12018.0,,,,,,,,,,
2017-05-19,12239.0,,,,,,,,,,
2017-05-22,12458.0,,,,,,,,,,
2017-05-23,12508.0,,,,,,,,,,
2017-05-24,12177.0,,,,,,,,,,
2017-05-25,11750.0,,,,,,,,,,
2017-05-26,11709.0,,,,,,,,,,
2017-05-30,11484.0,,,,,,,,,,
2017-05-31,11053.0,,,,,,,,,,
2017-06-01,10375.0,,,,,,,,,,
2017-06-02,9965.0,,,,,,,,,,
2017-06-05,9837.0,,,,,,,,,,
2017-06-06,9960.0,,,,,,,,,,
2017-06-07,10178.0,,,,,,,,,,
2017-06-08,10288.0,,,,,,,,,,
2017-06-09,11021.0,,,,,,,,,,
2017-06-12,11577.0,,,,,,,,,,
2017-06-13,11265.0,,,,,,,,,,
2017-06-14,10541.0,,,,,,,,,,
2017-06-15,9748.0,,,,,,,,,,
2017-06-16,9170.0,,,,,,,,,,
2017-06-19,8798.0,,,,,,,,,,
2017-06-20,8354.0,,,,,,,,,,
2017-06-21,7685.0,,,,,,,,,,
2017-06-22,7618.0,,,,,,,,,,
2017-06-23,7746.0,,,,,,,,,,
2017-06-26,8094.0,,,,,,,,,,
2017-06-27,8602.0,,,,,,,,,,
2017-06-28,9489.0,,,,,,,,,,
2017-06-29,9386.0,,,,,,,,,,
2017-06-30,8923.0,,,,,,,,,,
2017-07-03,8393.0,,,,,,,,,,
2017-07-04,8053.0,,,,,,,,,,
2017-07-05,7264.0,,,,,,,,,,
2017-07-06,6646.0,,,,,,,,,,
2017-07-07,6396.0,,,,,,,,,,
2017-07-10,6305.0,,,,,,,,,,
2017-07-11,6524.0,,,,,,,,,,
2017-07-12,7186.0,,,,,,,,,,
2017-07-13,7701.0,,,,,,,,,,
2017-07-14,7718.0,,,,,,,,,,
2017-07-17,7780.0,,,,,,,,,,
2017-07-18,8171.0,,,,,,,,,,
2017-07-19,8411.0,,,,,,,,,,
2017-07-20,8774.0,,,,,,,,,,
2017-07-21,9170.0,,,,,,,,,,
2017-07-24,9273.0,,,,,,,,,,
2017-07-25,9547.0,,,,,,,,,,
2017-07-26,9439.0,,,,,,,,,,
2017-07-27,9001.0,,,,,,,,,,
2017-07-28,9098.0,,,,,,,,,,
2017-07-31,9775.0,,,,,,,,,,
2017-08-01,10540.0,,,,,,,,,,
2017-08-02,11568.0,,,,,,,,,,
2017-08-03,12602.0,,,,,,,,,,
2017-08-04,12963.0,,,,,,,,,,
2017-08-07,13139.0,,,,,,,,,,
2017-08-08,13176.0,,,,,,,,,,
2017-08-09,13538.0,,,,,,,,,,
2017-08-10,14818.0,,,,,,,,,,
2017-08-11,16261.0,,,,,,,,,,
2017-08-14,16771.0,,,,,,,,,,
2017-08-15,17070.0,,,,,,,,,,
2017-08-16,18187.0,,,,,,,,,,
2017-08-17,19259.0,,,,,,,,,,
2017-08-18,19498.0,,,,,,,,,,
2017-08-21,19515.0,,,,,,,,,,
2017-08-22,18834.0,,,,,,,,,,
2017-08-23,17974.0,,,,,,,,,,
2017-08-24,17477.0,,,,,,,,,,
2017-08-25,17918.0,,,,,,,,,,
2017-08-29,17778.0,,,,,,,,,,
2017-08-30,17026.0,,,,,,,,,,
2017-08-31,17083.0,,,,,,,,,,
2017-09-01,16948.0,,,,,,,,,,
2017-09-04,16819.0,,,,,,,,,,
2017-09-05,17367.0,,,,,,,,,,
2017-09-06,18231.0,,,,,,,,,,
2017-09-07,19449.0,,,,,,,,,,
2017-09-08,20343.0,,,,,,,,,,
2017-09-11,20831.0,,,,,,,,,,
2017-09-12,19942.0,,,,,,,,,,
2017-09-13,19129.0,,,,,,,,,,
2017-09-14,19285.0,,,,,,,,,,
2017-09-15,19614.0,,,,,,,,,,
2017-09-18,19578.0,,,,,,,,,,
2017-09-19,19797.0,,,,,,,,,,
2017-09-20,20694.0,,,,,,,,,,
2017-09-21,21325.0,,,,,,,,,,
2017-09-22,22392.0,,,,,,,,,,
2017-09-25,22450.0,,,,,,,,,,
2017-09-26,21639.0,,,,,,,,,,
2017-09-27,20270.0,,,,,,,,,,
2017-09-28,19393.0,,,,,,,,,,
2017-09-29,18725.0,,,,,,,,,,
2017-10-02,18245.0,,,,,,,,,,
2017-10-03,17929.0,,,,,,,,,,
2017-10-04,18397.0,,,,,,,,,,
2017-10-05,20156.0,,,,,,,,,,
2017-10-06,20427.0,,,,,,,,,,
2017-10-09,20257.0,,,,,,,,,,
2017-10-10,20002.0,,,,,,,,,,
2017-10-11,19911.0,,,,,,,,,,
2017-10-12,19893.0,,,,,,,,,,
2017-10-13,20047.0,,,,,,,,,,
2017-10-16,20971.0,,,,,,,,,,
2017-10-17,21689.0,,,,,,,,,,
2017-10-18,22052.0,,,,,,,,,,
2017-10-19,22420.0,,,,,,,,,,
2017-10-20,22145.0,,,,,,,,,,
2017-10-23,22389.0,,,,,,,,,,
2017-10-24,22515.0,,,,,,,,,,
2017-10-25,22228.0,,,,,,,,,,
2017-10-26,22024.0,,,,,,,,,,
2017-10-27,22198.0,,,,,,,,,,
2017-10-30,22122.0,,,,,,,,,,
2017-10-31,22060.0,,,,,,,,,,
2017-11-01,21317.0,,,,,,,,,,
2017-11-02,20768.0,,,,,,,,,,
2017-11-03,20563.0,,,,,,,,,,
2017-11-06,20604.0,,,,,,,,,,
2017-11-07,20997.0,,,,,,,,,,
2017-11-08,21980.0,,,,,,,,,,
2017-11-09,22536.0,,,,,,,,,,
2017-11-10,22613.0,,,,,,,,,,
2017-11-13,22457.0,,,,,,,,,,
2017-11-14,21512.0,,,,,,,,,,
2017-11-15,20770.0,,,,,,,,,,
2017-11-16,20626.0,,,,,,,,,,
2017-11-17,21178.0,,,,,,,,,,
2017-11-20,21672.0,,,,,,,,,,
2017-11-21,22091.0,,,,,,,,,,
2017-11-22,22468.0,,,,,,,,,,
2017-11-23,23381.0,,,,,,,,,,
2017-11-24,23596.0,,,,,,,,,,
2017-11-27,24193.0,,,,,,,,,,
2017-11-28,25004.0,,,,,,,,,,
2017-11-29,25596.0,,,,,,,,,,
2017-11-30,26545.0,,,,,,,,,,
2017-12-01,27725.0,,,,,,,,,,
2017-12-04,28546.0,,,,,,,,,,
2017-12-05,28571.0,,,,,,,,,,
2017-12-06,28725.0,,,,,,,,,,
2017-12-07,29063.0,,,,,,,,,,
2017-12-08,29693.0,,,,,,,,,,
2017-12-11,30333.0,,,,,,,,,,
2017-12-12,30475.0,,,,,,,,,,
2017-12-13,29637.0,,,,,,,,,,
2017-12-14,27345.0,,,,,,,,,,
2017-12-15,25859.0,,,,,,,,,,
2017-12-18,24977.0,,,,,,,,,,
2017-12-19,23942.0,,,,,,,,,,
2017-12-20,21797.0,,,,,,,,,,
2017-12-21,21110.0,,,,,,,,,,
2017-12-22,19341.0,,,,,,,,,,
2018-01-02,15125.0,,,,,,,,,,
2018-01-03,16529.0,,,,,,,,,,
2018-01-04,19300.0,,,,,,,,,,
2018-01-05,20179.0,,,,,,,,,,
2018-01-08,20574.0,,,,,,,,,,
2018-01-09,20890.0,,,,,,,,,,
2018-01-10,19935.0,,,,,,,,,,
2018-01-11,17854.0,,,,,,,,,,
2018-01-12,17118.0,,,,,,,,,,
2018-01-15,16664.0,,,,,,,,,,
2018-01-16,15158.0,,,,,,,,,,
2018-01-17,13175.0,,,,,,,,,,
2018-01-18,12312.0,,,,,,,,,,
2018-01-19,11571.0,,,,,,,,,,
2018-01-22,11458.0,,,,,,,,,,
2018-01-23,12148.0,,,,,,,,,,
2018-01-24,13421.0,,,,,,,,,,
2018-01-25,13936.0,,,,,,,,,,
2018-01-26,14057.0,,,,,,,,,,
2018-01-29,14065.0,,,,,,,,,,
2018-01-30,13666.0,,,,,,,,,,
2018-01-31,12727.0,,,,,,,,,,
2018-02-01,11791.0,,,,,,,,,,
2018-02-02,11367.0,,,,,,,,,,
2018-02-05,11189.0,,,,,,,,,,
2018-02-06,11984.0,,,,,,,,,,
2018-02-07,12471.0,,,,,,,,,,
2018-02-08,13208.0,,,,,,,,,,
2018-02-09,14136.0,,,,,,,,,,
2018-02-12,14318.0,,,,,,,,,,
2018-02-13,14075.0,,,,,,,,,,
2018-02-14,13313.0,,,,,,,,,,
2018-02-15,12828.0,,,,,,,,,,
2018-02-16,12396.0,,,,,,,,,,
2018-02-19,12262.0,,,,,,,,,,
2018-02-20,12941.0,,,,,,,,,,
2018-02-21,13401.0,,,,,,,,,,
2018-02-22,13512.0,,,,,,,,,,
2018-02-23,13524.0,,,,,,,,,,
2018-02-26,13228.0,,,,,,,,,,
2018-02-27,12627.0,,,,,,,,,,
2018-02-28,12347.0,,,,,,,,,,
2018-03-01,12395.0,,,,,,,,,,
2018-03-02,12609.0,,,,,,,,,,
2018-03-05,12651.0,,,,,,,,,,
2018-03-06,12516.0,,,,,,,,,,
2018-03-07,11797.0,,,,,,,,,,
2018-03-08,11669.0,,,,,,,,,,
2018-03-09,11554.0,,,,,,,,,,
2018-03-12,11206.0,,,,,,,,,,
2018-03-13,10810.0,,,,,,,,,,
2018-03-14,10461.0,,,,,,,,,,
2018-03-15,9869.0,,,,,,,,,,
2018-03-16,9600.0,,,,,,,,,,
2018-03-19,9330.0,,,,,,,,,,
2018-03-20,8956.0,,,,,,,,,,
2018-03-21,8825.0,,,,,,,,,,
2018-03-22,8880.0,,,,,,,,,,
2018-03-23,9064.0,,,,,,,,,,
2018-03-26,9304.0,,,,,,,,,,
2018-03-27,9305.0,,,,,,,,,,
2018-03-28,8694.0,,,,,,,,,,
2018-03-29,8339.0,,,,,,,,,,
2018-04-03,7747.0,,,,,,,,,,
2018-04-04,7211.0,,,,,,,,,,
2018-04-05,7051.0,,,,,,,,,,
2018-04-06,7156.0,,,,,,,,,,
2018-04-09,7352.0,,,,,,,,,,
2018-04-10,7950.0,,,,,,,,,,
2018-04-11,8065.0,,,,,,,,,,
2018-04-12,8362.0,,,,,,,,,,
2018-04-13,8811.0,,,,,,,,,,
2018-04-16,9001.0,,,,,,,,,,
2018-04-17,9688.0,,,,,,,,,,
2018-04-18,11620.0,,,,,,,,,,
2018-04-19,13665.0,,,,,,,,,,
2018-04-20,15766.0,,,,,,,,,,
2018-04-23,16437.0,,,,,,,,,,
2018-04-24,17084.0,,,,,,,,,,
2018-04-25,18192.0,,,,,,,,,,
2018-04-26,18106.0,,,,,,,,,,
2018-04-27,17713.0,,,,,,,,,,
2018-04-30,17176.0,,,,,,,,,,
2018-05-01,16890.0,,,,,,,,,,
2018-05-02,17349.0,,,,,,,,,,
2018-05-03,18126.0,,,,,,,,,,
2018-05-04,18308.0,,,,,,,,,,
2018-05-08,19568.0,,,,,,,,,,
2018-05-09,20469.0,,,,,,,,,,
2018-05-10,20190.0,,,,,,,,,,
2018-05-11,20684.0,,,,,,,,,,
2018-05-14,20801.0,,,,,,,,,,
2018-05-15,20646.0,,,,,,,,,,
2018-05-16,19001.0,,,,,,,,,,
2018-05-17,16511.0,,,,,,,,,,
2018-05-18,15712.0,,,,,,,,,,
2018-05-21,14833.0,,,,,,,,,,
2018-05-22,13867.0,,,,,,,,,,
2018-05-23,13052.0,,,,,,,,,,
2018-05-24,11848.0,,,,,,,,,,
2018-05-25,11177.0,,,,,,,,,,
2018-05-29,10839.0,,,,,,,,,,
2018-05-30,10583.0,,,,,,,,,,
2018-05-31,11723.0,,,,,,,,,,
2018-06-01,13180.0,,,,,,,,,,
2018-06-04,13963.0,,,,,,,,,,
2018-06-05,15124.0,,,,,,,,,,
2018-06-06,17140.0,,,,,,,,,,
2018-06-07,18134.0,,,,,,,,,,
2018-06-08,17566.0,,,,,,,,,,
2018-06-11,17240.0,,,,,,,,,,
2018-06-12,17095.0,,,,,,,,,,
2018-06-13,17334.0,,,,,,,,,,
2018-06-14,17976.0,,,,,,,,,,
2018-06-15,18244.0,,,,,,,,,,
2018-06-18,18233.0,,,,,,,,,,
2018-06-19,17796.0,,,,,,,,,,
2018-06-20,16862.0,,,,,,,,,,
2018-06-21,16459.0,,,,,,,,,,
2018-06-22,16492.0,,,,,,,,,,
2018-06-25,16430.0,,,,,,,,,,
2018-06-26,16342.0,,,,,,,,,,
2018-06-27,16070.0,,,,,,,,,,
2018-06-28,16648.0,,,,,,,,,,
2018-06-29,18110.0,,,,,,,,,,
2018-07-02,19091.0,,,,,,,,,,
2018-07-03,20515.0,,,,,,,,,,
2018-07-04,22847.0,,,,,,,,,,
2018-07-05,24045.0,,,,,,,,,,
2018-07-06,24273.0,,,,,,,,,,
2018-07-09,23823.0,,,,,,,,,,
2018-07-10,22122.0,,,,,,,,,,
2018-07-11,22488.0,,,,,,,,,,
2018-07-12,23514.0,,,,,,,,,,
2018-07-13,24287.0,,,,,,,,,,
2018-07-16,24987.0,,,,,,,,,,
2018-07-17,25580.0,,,,,,,,,,
2018-07-18,24710.0,,,,,,,,,,
2018-07-19,23827.0,,,,,,,,,,
2018-07-20,24446.0,,,,,,,,,,
2018-07-23,25076.0,,,,,,,,,,
2018-07-24,26367.0,,,,,,,,,,
2018-07-25,26254.0,,,,,,,,,,
2018-07-26,24673.0,,,,,,,,,,
2018-07-27,23824.0,,,,,,,,,,
2018-07-30,24496.0,,,,,,,,,,
2018-07-31,25698.0,,,,,,,,,,
2018-08-01,26204.0,,,,,,,,,,
2018-08-02,26423.0,,,,,,,,,,
2018-08-03,27124.0,,,,,,,,,,
2018-08-06,27283.0,,,,,,,,,,
2018-08-07,26439.0,,,,,,,,,,
2018-08-08,25842.0,,,,,,,,,,
2018-08-09,25667.0,,,,,,,,,,
2018-08-10,25621.0,,,,,,,,,,
2018-08-13,26059.0,,,,,,,,,,
2018-08-14,26299.0,,,,,,,,,,
2018-08-15,26069.0,,,,,,,,,,
2018-08-16,25592.0,,,,,,,,,,
2018-08-17,25373.0,,,,,,,,,,
2018-08-20,25303.0,,,,,,,,,,
2018-08-21,25326.0,,,,,,,,,,
2018-08-22,25054.0,,,,,,,,,,
2018-08-23,24042.0,,,,,,,,,,
2018-08-24,23555.0,,,,,,,,,,
2018-08-28,23037.0,,,,,,,,,,
2018-08-29,22404.0,,,,,,,,,,
2018-08-30,21354.0,,,,,,,,,,
2018-08-31,20671.0,,,,,,,,,,
2018-09-03,20293.0,,,,,,,,,,
2018-09-04,19344.0,,,,,,,,,,
2018-09-05,18493.0,,,,,,,,,,
2018-09-06,18600.0,,,,,,,,,,
2018-09-07,18676.0,,,,,,,,,,
2018-09-10,18369.0,,,,,,,,,,
2018-09-11,17237.0,,,,,,,,,,
2018-09-12,16559.0,,,,,,,,,,
2018-09-13,15938.0,,,,,,,,,,
2018-09-14,15574.0,,,,,,,,,,
2018-09-17,15329.0,,,,,,,,,,
2018-09-18,15157.0,,,,,,,,,,
2018-09-19,15492.0,,,,,,,,,,
2018-09-20,15827.0,,,,,,,,,,
2018-09-21,16000.0,,,,,,,,,,
2018-09-24,16308.0,,,,,,,,,,
2018-09-25,16484.0,,,,,,,,,,
2018-09-26,17535.0,,,,,,,,,,
2018-09-27,17969.0,,,,,,,,,,
2018-09-28,18350.0,,,,,,,,,,
2018-10-01,18749.0,,,,,,,,,,
2018-10-02,19217.0,,,,,,,,,,
2018-10-03,19319.0,,,,,,,,,,
2018-10-04,18639.0,,,,,,,,,,
2018-10-05,18026.0,,,,,,,,,,
2018-10-08,17692.0,,,,,,,,,,
2018-10-09,17012.0,,,,,,,,,,
2018-10-10,16744.0,,,,,,,,,,
2018-10-11,17205.0,,,,,,,,,,
2018-10-12,18746.0,,,,,,,,,,
2018-10-15,18894.0,,,,,,,,,,
2018-10-16,18683.0,,,,,,,,,,
2018-10-17,18099.0,,,,,,,,,,
2018-10-18,18491.0,,,,,,,,,,
2018-10-19,18932.0,,,,,,,,,,
2018-10-22,19180.0,,,,,,,,,,
2018-10-23,19436.0,,,,,,,,,,
2018-10-24,19025.0,,,,,,,,,,
2018-10-25,18662.0,,,,,,,,,,
2018-10-26,19078.0,,,,,,,,,,
2018-10-29,19415.0,,,,,,,,,,
2018-10-30,19501.0,,,,,,,,,,
2018-10-31,19091.0,,,,,,,,,,
2018-11-01,18693.0,,,,,,,,,,
2018-11-02,18412.0,,,,,,,,,,
2018-11-05,17768.0,,,,,,,,,,
2018-11-06,17033.0,,,,,,,,,,
2018-11-07,14959.0,,,,,,,,,,
2018-11-08,13287.0,,,,,,,,,,
2018-11-09,11250.0,,,,,,,,,,
2018-11-12,10760.0,,,,,,,,,,
2018-11-13,9270.0,,,,,,,,,,
2018-11-14,7987.0,,,,,,,,,,
2018-11-15,8458.0,,,,,,,,,,
2018-11-16,8804.0,,,,,,,,,,
2018-11-19,8722.0,,,,,,,,,,
2018-11-20,8341.0,,,,,,,,,,
2018-11-21,8625.0,,,,,,,,,,
2018-11-22,8951.0,,,,,,,,,,
2018-11-23,10853.0,,,,,,,,,,
2018-11-26,13918.0,,,,,,,,,,
2018-11-27,16836.0,,,,,,,,,,
2018-11-28,16446.0,,,,,,,,,,
2018-11-29,15108.0,,,,,,,,,,
2018-11-30,13816.0,,,,,,,,,,
2018-12-03,13067.0,,,,,,,,,,
2018-12-04,13837.0,,,,,,,,,,
2018-12-05,15341.0,,,,,,,,,,
2018-12-06,16391.0,,,,,,,,,,
2018-12-07,17219.0,,,,,,,,,,
2018-12-10,17554.0,,,,,,,,,,
2018-12-11,17077.0,,,,,,,,,,
2018-12-12,16808.0,,,,,,,,,,
2018-12-13,16977.0,,,,,,,,,,
2018-12-14,17704.0,,,,,,,,,,
2018-12-17,17714.0,,,,,,,,,,
2018-12-18,17416.0,,,,,,,,,,
2018-12-19,17010.0,,,,,,,,,,
2018-12-20,15624.0,,,,,,,,,,
2018-12-21,14878.0,,,,,,,,,,
2018-12-24,14797.0,,,,,,,,,,
2019-01-02,15344.0,,,,,,,,,,
2019-01-03,15194.0,,,,,,,,,,
2019-01-04,15341.0,,,,,,,,,,
2019-01-07,15329.0,,,,,,,,,,
2019-01-08,16106.0,,,,,,,,,,
2019-01-09,15940.0,,,,,,,,,,
2019-01-10,15197.0,,,,,,,,,,
2019-01-11,15180.0,,,,,,,,,,
2019-01-14,15008.0,,,,,,,,,,
2019-01-15,14069.0,,,,,,,,,,
2019-01-16,13465.0,,,,,,,,,,
2019-01-17,14440.0,,,,,,,,,,
2019-01-18,15746.0,,,,,,,,,,
2019-01-21,15606.0,,,,,,,,,,
2019-01-22,14608.0,,,,,,,,,,
2019-01-23,13823.0,,,,,,,,,,
2019-01-24,13373.0,,,,,,,,,,
2019-01-25,13288.0,,,,,,,,,,
2019-01-28,12523.0,,,,,,,,,,
2019-01-29,11595.0,,,,,,,,,,
2019-01-30,10099.0,,,,,,,,,,
2019-01-31,9198.0,,,,,,,,,,
2019-02-01,8877.0,,,,,,,,,,
2019-02-04,8748.0,,,,,,,,,,
2019-02-05,8722.0,,,,,,,,,,
2019-02-06,8757.0,,,,,,,,,,
2019-02-07,8230.0,,,,,,,,,,
2019-02-08,7911.0,,,,,,,,,,
2019-02-11,7561.0,,,,,,,,,,
2019-02-12,7326.0,,,,,,,,,,
2019-02-13,7284.0,,,,,,,,,,
2019-02-14,7342.0,,,,,,,,,,
2019-02-15,7308.0,,,,,,,,,,
2019-02-18,7135.0,,,,,,,,,,
2019-02-19,6646.0,,,,,,,,,,
2019-02-20,6095.0,,,,,,,,,,
2019-02-21,5988.0,,,,,,,,,,
2019-02-22,5873.0,,,,,,,,,,
2019-02-25,5747.0,,,,,,,,,,
2019-02-26,5807.0,,,,,,,,,,
2019-02-27,5576.0,,,,,,,,,,
2019-02-28,5290.0,,,,,,,,,,
2019-03-01,5065.0,,,,,,,,,,
2019-03-04,4897.0,,,,,,,,,,
