Date,5TC_PCURMON,5TC_P+1MON,5TC_P+2MON,5TC_P+3MON,5TC_P+4MON,5TC_P+5MON,5TC_PCURQ,5TC_P+1Q,5TC_P+2Q,5TC_P+3Q,5TC_P+4Q,5TC_P+5Q,5TC_P+1CAL,5TC_P+2CAL,5TC_P+3CAL,5TC_P+4CAL,5TC_P+5CAL,5TC_P+6CAL,5TC_P+7CAL
2005-01-13,,,,,,,38561.0,39336.0,1336.0,,,,35061.0,23561.0,,,,,
2005-01-14,,,,,,,37936.0,38236.0,1336.0,,,,34386.0,23036.0,,,,,
2005-01-17,,,,,,,36399.0,37149.0,33419.0,,,,22774.0,17474.0,,,,,
2005-01-18,,,,,,,37461.0,38111.0,31836.0,,,,23261.0,17621.0,,,,,
2005-01-19,,,,,,,36336.0,36811.0,31536.0,,,,23161.0,17411.0,,,,,
2005-01-20,,,,,,,35211.0,35686.0,30346.0,,,,22461.0,17349.0,,,,,
2005-01-21,,,,,,,35361.0,36511.0,30886.0,,,,23061.0,17836.0,,,,,
2005-01-24,,,,,,,35711.0,36646.0,30936.0,,,,23211.0,17561.0,,,,,
2005-01-25,,,,,,,36361.0,37796.0,32136.0,,,,23761.0,17746.0,,,,,
2005-01-26,,,,,,,38361.0,39586.0,33436.0,,,,24361.0,17867.0,,,,,
2005-01-27,,,,,,,38086.0,39386.0,33861.0,,,,24511.0,17899.0,,,,,
2005-01-28,,,,,,,39211.0,40361.0,34651.0,,,,25061.0,17961.0,,,,,
2005-01-31,,,,,,,38611.0,39161.0,33786.0,,,,24811.0,17586.0,,,,,
2005-02-01,,,,,,,36411.0,36636.0,31361.0,,,,23811.0,17617.0,,,,,
2005-02-02,,,,,,,35061.0,35861.0,30761.0,,,,23236.0,17336.0,,,,,
2005-02-03,,,,,,,34836.0,35461.0,30411.0,,,,23236.0,17461.0,,,,,
2005-02-04,,,,,,,34711.0,36136.0,30536.0,,,,23486.0,17561.0,,,,,
2005-02-07,,,,,,,34736.0,36461.0,30736.0,,,,23796.0,17361.0,,,,,
2005-02-08,,,,,,,35936.0,38486.0,32386.0,,,,24111.0,17661.0,,,,,
2005-02-09,,,,,,,37711.0,40186.0,34036.0,,,,24621.0,17761.0,,,,,
2005-02-10,,,,,,,37836.0,39911.0,34386.0,,,,24861.0,17736.0,,,,,
2005-02-11,,,,,,,37736.0,39011.0,34086.0,,,,24836.0,17736.0,,,,,
2005-02-14,,,,,,,37886.0,40011.0,34986.0,,,,24936.0,17761.0,,,,,
2005-02-15,,,,,,,38286.0,40386.0,35136.0,,,,25061.0,17786.0,,,,,
2005-02-16,,,,,,,39811.0,40936.0,35736.0,,,,25336.0,17786.0,,,,,
2005-02-17,,,,,,,40186.0,40886.0,35511.0,,,,25191.0,17811.0,,,,,
2005-02-18,,,,,,,41261.0,41511.0,35386.0,,,,25136.0,17961.0,,,,,
2005-02-21,,,,,,,41136.0,40936.0,35161.0,,,,25116.0,17836.0,,,,,
2005-02-22,,,,,,,40111.0,40041.0,34636.0,,,,24961.0,17736.0,,,,,
2005-02-23,,,,,,,39211.0,38661.0,33411.0,,,,24761.0,17636.0,,,,,
2005-02-24,,,,,,,39166.0,38561.0,33736.0,,,,24586.0,17661.0,,,,,
2005-02-25,,,,,,,39211.0,38861.0,33486.0,,,,24836.0,17641.0,,,,,
2005-02-28,,,,,,,39161.0,38911.0,33336.0,,,,24761.0,17636.0,,,,,
2005-03-01,,,,,,,39136.0,39346.0,33336.0,31686.0,,,24836.0,17636.0,,,,,
2005-03-02,,,,,,,39536.0,39536.0,33711.0,32236.0,,,24829.0,17861.0,,,,,
2005-03-03,,,,,,,39936.0,40661.0,34311.0,32336.0,,,25161.0,17961.0,,,,,
2005-03-04,,,,,,,40386.0,41036.0,34886.0,33461.0,,,25301.0,18586.0,,,,,
2005-03-07,,,,,,,40911.0,41601.0,35361.0,33836.0,,,25326.0,18861.0,,,,,
2005-03-08,,,,,,,41136.0,41711.0,35636.0,33986.0,,,25446.0,18961.0,,,,,
2005-03-09,,,,,,,41111.0,41636.0,35586.0,34136.0,,,25416.0,18936.0,,,,,
2005-03-10,,,,,,,41536.0,42111.0,35911.0,34311.0,,,25546.0,19036.0,,,,,
2005-03-11,,,,,,,41386.0,41611.0,35761.0,34136.0,,,25461.0,19036.0,,,,,
2005-03-14,,,,,,,40836.0,40186.0,34261.0,33086.0,,,25149.0,18786.0,,,,,
2005-03-15,,,,,,,40336.0,38861.0,33136.0,31536.0,,,24836.0,18586.0,,,,,
2005-03-16,,,,,,,38686.0,33286.0,31486.0,29586.0,,,24816.0,18536.0,,,,,
2005-03-17,,,,,,,40136.0,34336.0,32836.0,30761.0,,,25091.0,18611.0,,,,,
2005-03-18,,,,,,,40811.0,34536.0,33486.0,30836.0,,,25516.0,18786.0,,,,,
2005-03-21,,,,,,,40736.0,35036.0,33061.0,29936.0,,,25636.0,18786.0,,,,,
2005-03-22,,,,,,,39936.0,34536.0,33436.0,29911.0,,,25586.0,18986.0,,,,,
2005-03-23,,,,,,,39186.0,34036.0,32886.0,29711.0,,,25486.0,18861.0,,,,,
2005-03-24,,,,,,,39561.0,34186.0,33011.0,29686.0,,,25511.0,18786.0,,,,,
2005-03-29,,,,,,,39211.0,33886.0,32786.0,29436.0,,,25211.0,18936.0,,,,,
2005-03-30,,,,,,,38411.0,33486.0,32511.0,29086.0,,,24961.0,18811.0,,,,,
2005-03-31,,,,,,,38611.0,33036.0,32386.0,28936.0,,,24956.0,18716.0,,,,,
2005-04-01,,,,,,,38219.0,33211.0,32136.0,28732.0,,,25024.0,18824.0,,,,,
2005-04-04,,,,,,,37386.0,32753.0,31636.0,28565.0,,,24888.0,18753.0,,,,,
2005-04-05,,,,,,,37357.0,32794.0,31690.0,28503.0,,,25086.0,18753.0,,,,,
2005-04-06,,,,,,,37315.0,32774.0,31836.0,28461.0,,,25169.0,18794.0,,,,,
2005-04-07,,,,,,,37544.0,32961.0,31919.0,28357.0,,,25076.0,18794.0,,,,,
2005-04-08,,,,,,,37565.0,33419.0,32482.0,28794.0,,,25482.0,18899.0,,,,,
2005-04-11,,,,,,,37794.0,33732.0,32857.0,28878.0,,,25524.0,19003.0,,,,,
2005-04-12,,,,,,,37982.0,34232.0,33128.0,28628.0,,,26099.0,19253.0,,,,,
2005-04-13,,,,,,,38419.0,34419.0,33461.0,29128.0,,,26157.0,19307.0,,,,,
2005-04-14,,,,,,,38065.0,34128.0,33169.0,28836.0,,,25940.0,19294.0,,,,,
2005-04-15,,,,,,,36940.0,33190.0,32315.0,28378.0,,,25586.0,19190.0,,,,,
2005-04-18,,,,,,,35753.0,31565.0,30794.0,27482.0,,,24899.0,19044.0,,,,,
2005-04-19,,,,,,,33807.0,29878.0,29565.0,26711.0,,,24378.0,18836.0,,,,,
2005-04-20,,,,,,,32419.0,28419.0,27940.0,25836.0,,,23861.0,18503.0,,,,,
2005-04-21,,,,,,,31607.0,27461.0,27274.0,25524.0,,,23482.0,18440.0,,,,,
2005-04-22,,,,,,,31211.0,27482.0,27336.0,25544.0,,,23711.0,18461.0,,,,,
2005-04-25,,,,,,,30774.0,28190.0,27940.0,26169.0,,,23961.0,18503.0,,,,,
2005-04-26,,,,,,,30044.0,26857.0,26857.0,25586.0,,,23690.0,18503.0,,,,,
2005-04-27,,,,,,,28336.0,24732.0,24732.0,23586.0,,,21461.0,17982.0,,,,,
2005-04-28,,,,,,,27024.0,24836.0,24690.0,23753.0,,,21940.0,17940.0,,,,,
2005-04-29,,,,,,,27732.0,26065.0,26107.0,24503.0,,,22636.0,18044.0,,,,,
2005-05-03,,,,,,,27753.0,27044.0,27044.0,25315.0,,,22528.0,18232.0,,,,,
2005-05-04,,,,,,,29482.0,28711.0,28649.0,26149.0,,,23982.0,18336.0,,,,,
2005-05-05,,,,,,,30544.0,28857.0,28899.0,26315.0,,,23778.0,18440.0,,,,,
2005-05-06,,,,,,,29940.0,28274.0,28169.0,26003.0,,,23544.0,18344.0,,,,,
2005-05-09,,,,,,,28684.0,27190.0,26919.0,25232.0,,,22836.0,18274.0,,,,,
2005-05-10,,,,,,,26940.0,25524.0,25492.0,23982.0,,,21849.0,17878.0,,,,,
2005-05-11,,,,,,,25611.0,23982.0,24399.0,22857.0,,,20669.0,17544.0,,,,,
2005-05-12,,,,,,,25311.0,23419.0,23794.0,22190.0,,,20461.0,17378.0,,,,,
2005-05-13,,,,,,,25503.0,22982.0,24524.0,22919.0,,,20461.0,17440.0,,,,,
2005-05-16,,,,,,,24794.0,22857.0,24065.0,22253.0,,,20326.0,17482.0,,,,,
2005-05-17,,,,,,,23940.0,23024.0,23732.0,22378.0,,,20451.0,17490.0,,,,,
2005-05-18,,,,,,,23503.0,21982.0,23461.0,22211.0,,,19617.0,17232.0,,,,,
2005-05-19,,,,,,,23669.0,21982.0,23690.0,22232.0,,,19640.0,17232.0,,,,,
2005-05-20,,,,,,,23711.0,21982.0,23836.0,22190.0,,,19707.0,17274.0,,,,,
2005-05-23,,,,,,,23711.0,22024.0,23586.0,22190.0,,,19719.0,17211.0,,,,,
2005-05-24,,,,,,,22669.0,21753.0,23440.0,22086.0,,,19303.0,17065.0,,,,,
2005-05-25,,,,,,,22107.0,21628.0,23253.0,21836.0,,,19261.0,17107.0,,,,,
2005-05-26,,,,,,,22086.0,21878.0,23607.0,21732.0,,,19282.0,17149.0,,,,,
2005-05-27,,,,,,,22519.0,22399.0,23899.0,21961.0,,,19790.0,17315.0,,,,,
2005-05-31,,,,,,,22832.0,23232.0,24440.0,22024.0,,,19878.0,17440.0,,,,,
2005-06-01,,,,,,,22919.0,22774.0,24086.0,21753.0,,,19690.0,17357.0,,,,,
2005-06-02,,,,,,,23253.0,21628.0,23315.0,21461.0,,,19536.0,17149.0,,,,,
2005-06-03,,,,,,,23586.0,21794.0,23461.0,21586.0,,,19524.0,17211.0,,,,,
2005-06-06,,,,,,,23690.0,21169.0,22649.0,21315.0,,,19253.0,17065.0,,,,,
2005-06-07,,,,,,,23586.0,21274.0,22524.0,21294.0,,,19228.0,16940.0,,,,,
2005-06-08,,,,,,,23440.0,20878.0,22315.0,20878.0,,,19190.0,16919.0,,,,,
2005-06-09,,,,,,,23357.0,20544.0,21753.0,20544.0,,,19211.0,16878.0,,,,,
2005-06-10,,,,,,,23286.0,20786.0,21736.0,20486.0,,,19161.0,16886.0,,,,,
2005-06-13,,,,,,,23315.0,20753.0,21628.0,20503.0,,,19003.0,16836.0,,,,,
2005-06-14,,,,,,,23086.0,20086.0,21086.0,20044.0,,,18888.0,16690.0,,,,,
2005-06-15,,,,,,,23061.0,19861.0,20761.0,19861.0,,,18831.0,16636.0,,,,,
2005-06-16,,,,,,,19649.0,21007.0,19794.0,19294.0,,,18753.0,16586.0,14669.0,,,,
2005-06-17,,,,,,,19753.0,21128.0,19919.0,19586.0,,,18888.0,16649.0,14628.0,,,,
2005-06-20,,,,,,,20065.0,21274.0,20024.0,19690.0,,,18950.0,16732.0,14732.0,,,,
2005-06-21,,,,,,,20440.0,22065.0,20378.0,20044.0,,,19286.0,16899.0,14899.0,,,,
2005-06-22,,,,,,,22919.0,25461.0,21878.0,21482.0,,,20744.0,17607.0,15315.0,,,,
2005-06-23,,,,,,,22286.0,24736.0,22036.0,21586.0,,,20901.0,17611.0,15336.0,,,,
2005-06-24,,,,,,,22346.0,24661.0,22386.0,21736.0,,,20881.0,17586.0,15486.0,,,,
2005-06-27,,,,,,,20940.0,23024.0,21482.0,20940.0,,,20290.0,17469.0,15378.0,,,,
2005-06-28,,,,,,,20336.0,22086.0,21065.0,20732.0,,,19794.0,17440.0,15378.0,,,,
2005-06-29,,,,,,,19961.0,21857.0,20607.0,20107.0,,,19203.0,17232.0,15315.0,,,,
2005-06-30,,,,,,,19516.0,21636.0,20011.0,20736.0,,,19126.0,17016.0,15136.0,,,,
2005-07-01,,,,,,,18691.0,21061.0,19611.0,19636.0,,,18776.0,16936.0,14911.0,,,,
2005-07-04,,,,,,,18421.0,21336.0,19576.0,19761.0,,,18801.0,16936.0,14886.0,,,,
2005-07-05,,,,,,,18428.0,21357.0,19524.0,19711.0,,,18890.0,16899.0,14857.0,,,,
2005-07-06,,,,,,,18149.0,20690.0,19294.0,19336.0,,,18774.0,16836.0,15065.0,,,,
2005-07-07,,,,,,,18274.0,20703.0,19461.0,19419.0,,,18836.0,16836.0,15044.0,,,,
2005-07-08,,,,,,,18899.0,21536.0,19940.0,19878.0,,,19440.0,16919.0,15107.0,,,,
2005-07-11,,,,,,,18919.0,21690.0,20053.0,20024.0,,,19690.0,17011.0,15128.0,,,,
2005-07-12,,,,,,,17857.0,21215.0,19936.0,19853.0,,,19444.0,16940.0,15065.0,,,,
2005-07-13,,,,,,,17982.0,21378.0,19732.0,19669.0,,,19378.0,17024.0,15003.0,,,,
2005-07-14,,,,,,,17899.0,21269.0,19857.0,19815.0,,,19638.0,17065.0,15024.0,,,,
2005-07-15,,,,,,,17815.0,21378.0,19815.0,19857.0,,,19513.0,16982.0,15003.0,,,,
2005-07-18,,,,,,,17753.0,21555.0,19994.0,20119.0,18378.0,,19478.0,16824.0,15011.0,,,,
2005-07-19,,,,,,,17090.0,20305.0,19565.0,19607.0,17711.0,,18669.0,16561.0,14711.0,,,,
2005-07-20,,,,,,,16653.0,19453.0,19086.0,19169.0,17482.0,,18294.0,16344.0,14511.0,,,,
2005-07-21,,,,,,,15815.0,17607.0,17982.0,18086.0,16753.0,,17440.0,15836.0,14253.0,,,,
2005-07-22,,,,,,,15303.0,17486.0,17790.0,17886.0,16857.0,,17336.0,15369.0,14024.0,,,,
2005-07-25,,,,,,,14865.0,16886.0,17315.0,17357.0,16357.0,,16628.0,15078.0,13711.0,,,,
2005-07-26,,,,,,,14536.0,16551.0,16836.0,16936.0,16241.0,,16131.0,14586.0,13531.0,,,,
2005-07-27,,,,,,,13549.0,15190.0,15815.0,15836.0,15044.0,,15192.0,14086.0,13146.0,,,,
2005-07-28,,,,,,,13524.0,15511.0,15753.0,15805.0,14878.0,,15199.0,13961.0,13003.0,,,,
2005-07-29,,,,,,,13519.0,15882.0,16190.0,16242.0,15190.0,,15874.0,14044.0,13128.0,,,,
2005-08-01,,,,,,,13165.0,15811.0,16065.0,16230.0,15257.0,,15890.0,14044.0,13149.0,,,,
2005-08-02,,,,,,,12815.0,15328.0,15961.0,15940.0,15253.0,,15549.0,14024.0,13169.0,,,,
2005-08-03,,,,,,,13919.0,17419.0,17503.0,17319.0,16399.0,,17097.0,14669.0,13417.0,,,,
2005-08-04,,,,,,,14544.0,18190.0,18211.0,18086.0,17244.0,,17494.0,14974.0,13711.0,,,,
2005-08-05,,,,,,,15044.0,18899.0,18665.0,18628.0,17569.0,,17999.0,15078.0,13824.0,,,,
2005-08-08,,,,,,,15361.0,18336.0,18524.0,18549.0,17353.0,,17978.0,14857.0,13765.0,,,,
2005-08-09,,,,,,,15432.0,18607.0,18711.0,18774.0,17369.0,,18161.0,14878.0,13715.0,,,,
2005-08-10,,,,,,,16161.0,19561.0,19186.0,18976.0,17836.0,,18986.0,15176.0,13841.0,,,,
2005-08-11,,,,,,,17065.0,21149.0,20357.0,20274.0,18992.0,,19897.0,15607.0,14053.0,,,,
2005-08-12,,,,,,,17136.0,21311.0,20711.0,20486.0,19386.0,,19949.0,15761.0,14211.0,,,,
2005-08-15,,,,,,,17544.0,21294.0,20819.0,20686.0,19732.0,,19882.0,15999.0,14274.0,,,,
2005-08-16,,,,,,,18586.0,21774.0,21294.0,21211.0,20082.0,,20294.0,16161.0,14357.0,,,,
2005-08-17,,,,,,,20036.0,23774.0,22336.0,22086.0,20599.0,,20999.0,16707.0,14628.0,,,,
2005-08-18,,,,,,,20811.0,23982.0,22399.0,22107.0,20574.0,,20961.0,16738.0,14732.0,,,,
2005-08-19,,,,,,,21536.0,24786.0,22836.0,22636.0,20996.0,,21231.0,16899.0,15186.0,,,,
2005-08-22,,,,,,,21711.0,24936.0,23299.0,22811.0,20961.0,,21311.0,17261.0,15386.0,,,,
2005-08-23,,,,,,,20661.0,22701.0,21503.0,21190.0,19169.0,,20065.0,16190.0,14794.0,,,,
2005-08-24,,,,,,,19911.0,21341.0,20636.0,20286.0,18486.0,,19261.0,15836.0,14536.0,,,,
2005-08-25,,,,,,,19811.0,21236.0,20486.0,20251.0,18486.0,,19236.0,15886.0,14551.0,,,,
2005-08-26,,,,,,,19686.0,21286.0,20636.0,20086.0,18311.0,,19511.0,15861.0,14576.0,,,,
2005-08-30,,,,,,,19315.0,20982.0,20482.0,20232.0,18274.0,,19694.0,15857.0,14544.0,,,,
2005-08-31,,,,,,,18178.0,19711.0,19232.0,19274.0,17753.0,,18707.0,15336.0,14232.0,,,,
2005-09-01,17544.0,,,,,,17753.0,19207.0,18919.0,18732.0,17690.0,,18378.0,15274.0,14180.0,,,,
2005-09-02,17461.0,,,,,,17461.0,19811.0,19528.0,19403.0,18019.0,,19178.0,15544.0,14232.0,,,,
2005-09-05,17436.0,,,,,,18251.0,20061.0,19961.0,19571.0,18421.0,,19361.0,15411.0,14336.0,,,,
2005-09-06,18065.0,,,,,,18065.0,21794.0,21190.0,20669.0,19524.0,,20419.0,15649.0,14607.0,,,,
2005-09-07,18476.0,,,,,,19761.0,22561.0,21736.0,21186.0,19586.0,,20696.0,16036.0,14611.0,,,,
2005-09-08,18690.0,,,,,,18690.0,22794.0,21919.0,21274.0,19711.0,,20794.0,16044.0,14611.0,,,,
2005-09-09,18940.0,,,,,,18919.0,23422.0,22274.0,21607.0,19857.0,,20815.0,16128.0,14703.0,,,,
2005-09-12,19219.0,,,,,,19219.0,24278.0,22524.0,21790.0,20086.0,,21024.0,16003.0,14882.0,,,,
2005-09-13,19282.0,,,,,,19344.0,24207.0,22586.0,21990.0,20107.0,,20492.0,15669.0,14499.0,,,,
2005-09-14,19865.0,,,,,,19894.0,24203.0,22624.0,21774.0,20107.0,,20492.0,15774.0,14482.0,,,,
2005-09-15,20190.0,,,,,,20190.0,25034.0,23065.0,22169.0,20253.0,,21328.0,16190.0,14784.0,,,,
2005-09-16,20619.0,,,,,,20599.0,24832.0,22659.0,21982.0,20128.0,,21157.0,16111.0,14774.0,,,,
2005-09-19,20649.0,,,,,,20649.0,25003.0,22680.0,22003.0,20107.0,,21103.0,16215.0,14565.0,,,,
2005-09-20,21086.0,,,,,,21086.0,25919.0,23540.0,22490.0,20544.0,,21557.0,16461.0,14628.0,,,,
2005-09-21,21524.0,,,,,,21565.0,26165.0,23857.0,22857.0,20899.0,,21849.0,16669.0,14628.0,,,,
2005-09-22,21544.0,,,,,,21544.0,25361.0,23253.0,22503.0,20524.0,,21149.0,16565.0,14544.0,,,,
2005-09-23,21469.0,,,,,,21399.0,24003.0,22690.0,21919.0,20107.0,,20628.0,16440.0,14503.0,,,,
2005-09-26,21232.0,,,,,,21178.0,22649.0,21940.0,21232.0,19711.0,,20336.0,16003.0,14503.0,,,,
2005-09-27,21015.0,,,,,,20974.0,22549.0,21282.0,20669.0,19169.0,,19836.0,15899.0,14336.0,,,,
2005-09-28,21003.0,,,,,,21044.0,23182.0,21628.0,20836.0,19274.0,,20419.0,16128.0,14315.0,,,,
2005-09-29,21003.0,,,,,,21003.0,23836.0,22065.0,21107.0,19605.0,,20732.0,16065.0,14336.0,,,,
2005-09-30,1336.0,,,,,,1336.0,24294.0,22544.0,21315.0,19992.0,,20953.0,16274.0,14461.0,,,,
2005-10-03,24461.0,,,,,,25315.0,23436.0,22524.0,20786.0,,,21524.0,16565.0,14503.0,,,,
2005-10-04,24399.0,,,,,,25024.0,23065.0,22378.0,20669.0,,,21149.0,16586.0,14440.0,,,,
2005-10-05,24419.0,,,,,,25440.0,23319.0,22465.0,20607.0,,,21332.0,16711.0,14524.0,,,,
2005-10-06,24607.0,,,,,,25565.0,23294.0,22390.0,20390.0,,,21232.0,16644.0,14503.0,,,,
2005-10-07,24669.0,,,,,,25211.0,23086.0,22232.0,20336.0,,,21176.0,16649.0,14461.0,,,,
2005-10-10,24628.0,,,,,,25161.0,23107.0,22253.0,20253.0,,,21021.0,16524.0,14361.0,,,,
2005-10-11,24749.0,,,,,,25290.0,23269.0,22190.0,20186.0,,,20996.0,16569.0,14299.0,,,,
2005-10-12,24586.0,,,,,,25465.0,23657.0,22399.0,20311.0,,,21130.0,16599.0,14315.0,,,,
2005-10-13,24669.0,,,,,,25482.0,23899.0,22524.0,20228.0,,,21132.0,16599.0,14357.0,,,,
2005-10-14,24482.0,,,,,,24940.0,23044.0,22044.0,19936.0,,,20853.0,16457.0,14274.0,,,,
2005-10-17,23628.0,,,,,,23357.0,22253.0,21399.0,19528.0,,,20380.0,16211.0,14136.0,,,,
2005-10-18,23336.0,,,,,,22857.0,21253.0,20336.0,19169.0,,,19780.0,16161.0,14090.0,,,,
2005-10-19,22753.0,,,,,,21982.0,20690.0,19899.0,18628.0,,,19315.0,15999.0,13949.0,,,,
2005-10-20,22736.0,,,,,,22436.0,21128.0,20253.0,19007.0,,,19732.0,16169.0,14032.0,,,,
2005-10-21,22736.0,,,,,,22840.0,21524.0,20628.0,19153.0,,,19867.0,16178.0,14074.0,,,,
2005-10-24,22744.0,,,,,,23201.0,22099.0,21128.0,19482.0,,,20274.0,16415.0,14219.0,,,,
2005-10-25,22828.0,,,,,,23315.0,22482.0,21586.0,19659.0,,,20378.0,16461.0,14207.0,,,,
2005-10-26,22832.0,,,,,,23299.0,22449.0,21549.0,19430.0,,,20044.0,16394.0,14186.0,,,,
2005-10-27,22794.0,,,,,,22940.0,21857.0,21149.0,18940.0,,,19628.0,16236.0,14111.0,,,,
2005-10-28,22565.0,,,,,,22565.0,21190.0,20144.0,18274.0,,,18944.0,16024.0,14086.0,,,,
2005-10-31,1336.0,,,,,,21940.0,20232.0,19544.0,17982.0,,,18794.0,15982.0,14065.0,,,,
2005-11-01,20982.0,,,,,,20840.0,20028.0,19828.0,17982.0,17628.0,,18778.0,15982.0,14086.0,,,,
2005-11-02,20711.0,,,,,,20440.0,19586.0,19315.0,17794.0,17357.0,,18586.0,15899.0,13982.0,,,,
2005-11-03,20649.0,,,,,,20586.0,20024.0,19436.0,17849.0,17419.0,,18744.0,15832.0,13890.0,,,,
2005-11-04,21003.0,,,,,,20961.0,19990.0,19378.0,17953.0,17524.0,,18840.0,15836.0,13869.0,,,,
2005-11-07,21099.0,,,,,,21003.0,19794.0,19315.0,17869.0,17482.0,,18565.0,15919.0,13815.0,,,,
2005-11-08,20524.0,,,,,,20274.0,19386.0,19044.0,17586.0,17361.0,,18155.0,15607.0,13690.0,,,,
2005-11-09,20524.0,,,,,,20315.0,19882.0,19315.0,17611.0,17315.0,,18315.0,15669.0,13649.0,,,,
2005-11-10,20794.0,,,,,,20940.0,20261.0,19599.0,17715.0,17419.0,,18669.0,15649.0,13649.0,,,,
2005-11-11,20899.0,,,,,,20878.0,20024.0,19507.0,17669.0,17419.0,,18628.0,15611.0,13669.0,,,,
2005-11-14,20899.0,,,,,,20774.0,19607.0,19157.0,17636.0,17378.0,,18449.0,15565.0,13649.0,,,,
2005-11-15,20461.0,,,,,,19844.0,18374.0,17982.0,17336.0,17128.0,,17753.0,15357.0,13565.0,,,,
2005-11-16,20294.0,,,,,,19632.0,18044.0,17644.0,16994.0,16928.0,,17424.0,15090.0,13399.0,,,,
2005-11-17,19878.0,,,,,,19128.0,17378.0,17169.0,16461.0,16399.0,,16744.0,14878.0,13232.0,,,,
2005-11-18,19799.0,,,,,,19024.0,17578.0,17324.0,16390.0,16169.0,,16828.0,14836.0,13232.0,,,,
2005-11-21,19669.0,,,,,,18982.0,17665.0,17224.0,16221.0,15953.0,,16649.0,14982.0,13274.0,,,,
2005-11-22,19294.0,,,,,,18794.0,17461.0,17003.0,16015.0,15765.0,,16478.0,15044.0,13378.0,,,,
2005-11-23,19294.0,,,,,,18653.0,17861.0,17444.0,16078.0,15832.0,,16707.0,15115.0,13482.0,,,,
2005-11-24,19686.0,,,,,,18786.0,17736.0,17176.0,15961.0,15681.0,,16626.0,15246.0,13436.0,,,,
2005-11-25,19640.0,,,,,,18794.0,17524.0,16986.0,15844.0,15632.0,,16499.0,15115.0,13482.0,,,,
2005-11-28,19461.0,,,,,,18628.0,17257.0,16790.0,15878.0,15561.0,,16278.0,15032.0,13469.0,,,,
2005-11-29,19482.0,,,,,,18669.0,17732.0,17299.0,16053.0,15819.0,,16682.0,15178.0,13511.0,,,,
2005-11-30,1336.0,,,,,,18978.0,17836.0,17486.0,16219.0,15932.0,,16928.0,15269.0,13619.0,,,,
2005-12-01,18878.0,,,,,,18878.0,17561.0,17144.0,15953.0,15536.0,,16540.0,15111.0,13565.0,,,,
2005-12-02,18711.0,,,,,,18711.0,17501.0,16951.0,16016.0,15516.0,,16486.0,15051.0,13536.0,,,,
2005-12-05,18703.0,,,,,,18786.0,17636.0,17094.0,16019.0,15686.0,,16594.0,15211.0,13565.0,,,,
2005-12-06,18107.0,,,,,,18107.0,16736.0,16432.0,15524.0,15274.0,,15924.0,14536.0,13390.0,,,,
2005-12-07,18315.0,,,,,,18315.0,17090.0,16753.0,15482.0,15169.0,,16099.0,14603.0,13357.0,,,,
2005-12-08,18649.0,,,,,,18649.0,17711.0,17224.0,15574.0,15299.0,,16494.0,14611.0,13399.0,,,,
2005-12-09,18878.0,,,,,,18878.0,17803.0,17274.0,15465.0,15244.0,,16436.0,14694.0,13440.0,,,,
2005-12-12,18978.0,,,,,,18728.0,17557.0,17132.0,15449.0,15169.0,,16249.0,14586.0,13211.0,,,,
2005-12-13,18990.0,,,,,,18990.0,16703.0,16403.0,15249.0,15032.0,,15765.0,14461.0,13044.0,,,,
2005-12-14,18911.0,,,,,,18911.0,16765.0,16478.0,15253.0,15003.0,,15828.0,14440.0,13036.0,,,,
2005-12-15,18861.0,,,,,,18882.0,17444.0,16890.0,15424.0,15336.0,,16115.0,14524.0,13082.0,,,,
2005-12-16,18994.0,,,,,,18994.0,17586.0,17036.0,15378.0,15224.0,,16199.0,14494.0,13090.0,,,,
2005-12-19,18953.0,,,,,,18932.0,17324.0,16890.0,15282.0,15211.0,,16057.0,14494.0,13007.0,,,,
2005-12-20,18919.0,,,,,,18919.0,17203.0,16674.0,15232.0,15061.0,,15899.0,14490.0,13011.0,,,,
2005-12-21,18903.0,,,,,,18903.0,17340.0,16749.0,15057.0,14899.0,,15903.0,14315.0,13019.0,,,,
2005-12-22,19015.0,,,,,,18899.0,17278.0,16786.0,15099.0,14861.0,,15961.0,14315.0,12999.0,,,,
2005-12-23,1336.0,,,,,,1336.0,17411.0,16886.0,15178.0,15111.0,,16140.0,14374.0,12940.0,,,,
2006-01-03,19857.0,,,,,,19278.0,18382.0,16586.0,15340.0,,,14753.0,13403.0,12503.0,,,,
2006-01-04,19586.0,,,,,,18649.0,17694.0,16286.0,15215.0,,,14632.0,13319.0,12440.0,,,,
2006-01-05,19419.0,,,,,,18115.0,17049.0,15403.0,15149.0,,,14324.0,13044.0,12294.0,,,,
2006-01-06,19394.0,,,,,,18519.0,17482.0,15678.0,15232.0,,,14240.0,13044.0,12211.0,,,,
2006-01-09,19211.0,,,,,,18069.0,16932.0,15444.0,15057.0,,,14069.0,12961.0,12149.0,,,,
2006-01-10,18899.0,,,,,,17890.0,16899.0,15128.0,14961.0,,,14086.0,13024.0,12149.0,,,,
2006-01-11,18774.0,,,,,,17253.0,16340.0,14853.0,14761.0,,,13807.0,12899.0,12128.0,,,,
2006-01-12,18578.0,,,,,,17053.0,16024.0,14749.0,14661.0,,,13699.0,12840.0,12099.0,,,,
2006-01-13,18515.0,,,,,,17240.0,16182.0,14757.0,14686.0,,,13686.0,12803.0,12119.0,,,,
2006-01-16,18165.0,,,,,,17153.0,16082.0,14757.0,14619.0,,,13669.0,12753.0,12015.0,,,,
