Date,P5TC,P1A,P2A,P3A,P4,P5,P6,P7,P8
2019-04-11,10039.0,10410.0,17377.0,7929.0,3209.0,7050.0,11320.0,,
2019-04-12,10072.0,10415.0,17464.0,7949.0,3219.0,6978.0,11375.0,,
2019-04-15,10252.0,10690.0,17739.0,8094.0,3254.0,7042.0,11522.0,,
2019-04-16,10483.0,10935.0,17976.0,8422.0,3298.0,7689.0,11720.0,,
2019-04-17,10737.0,11240.0,18250.0,8778.0,3371.0,8183.0,11900.0,,
2019-04-18,10865.0,11350.0,18355.0,8998.0,3406.0,8556.0,12006.0,,
2019-04-22,,,,,,8683.0,,,
2019-04-23,10900.0,11375.0,18409.0,9089.0,3403.0,8739.0,12010.0,,
2019-04-24,10946.0,11410.0,18505.0,9200.0,3413.0,9044.0,12005.0,,
2019-04-25,10962.0,11430.0,18541.0,9270.0,3416.0,9267.0,11970.0,,
2019-04-26,10983.0,11430.0,18565.0,9358.0,3474.0,9311.0,11939.0,,
2019-04-29,11005.0,11400.0,18525.0,9458.0,3534.0,9338.0,11950.0,,
2019-04-30,11022.0,11390.0,18525.0,9478.0,3546.0,9250.0,11993.0,,
2019-05-01,11021.0,11322.0,18500.0,9481.0,3575.0,,12044.0,,
2019-05-02,11044.0,11230.0,18514.0,9545.0,3619.0,9200.0,12123.0,,
2019-05-03,11083.0,11205.0,18624.0,9598.0,3639.0,9207.0,12188.0,,
2019-05-06,,,,,,9238.0,,,
2019-05-07,11081.0,11180.0,18677.0,9577.0,3624.0,9256.0,12205.0,,
2019-05-08,11059.0,11155.0,18620.0,9532.0,3657.0,9283.0,12198.0,,
2019-05-09,11109.0,11165.0,18699.0,9569.0,3696.0,9311.0,12285.0,,
2019-05-10,11170.0,11195.0,18768.0,9617.0,3723.0,9333.0,12393.0,,
2019-05-13,11283.0,11280.0,18918.0,9708.0,3758.0,9397.0,12560.0,,
2019-05-14,11435.0,11450.0,19077.0,9896.0,3812.0,9764.0,12700.0,,
2019-05-15,11557.0,11575.0,19200.0,10019.0,3858.0,10050.0,12843.0,,
2019-05-16,11660.0,11670.0,19283.0,10105.0,3876.0,10189.0,13000.0,,
2019-05-17,11683.0,11706.0,19295.0,10112.0,3868.0,10189.0,13039.0,,
2019-05-20,11719.0,11715.0,19295.0,10135.0,3867.0,,13135.0,,
2019-05-21,11747.0,11730.0,19291.0,10178.0,3866.0,10181.0,13180.0,,
2019-05-22,11869.0,11806.0,19352.0,10305.0,3870.0,10189.0,13398.0,,
2019-05-23,12061.0,11905.0,19520.0,10617.0,3910.0,10339.0,13625.0,,
2019-05-24,12197.0,11950.0,19659.0,10938.0,3960.0,10506.0,13710.0,,
2019-05-27,,,,,,10639.0,,,
2019-05-28,12353.0,12035.0,19785.0,11246.0,3989.0,10925.0,13850.0,,
2019-05-29,12471.0,12039.0,19867.0,11567.0,4030.0,11411.0,13933.0,,
2019-05-30,12529.0,11925.0,19909.0,11685.0,4059.0,11633.0,14098.0,,
2019-05-31,12484.0,11820.0,19859.0,11708.0,4060.0,11650.0,14035.0,,
2019-06-03,12407.0,11685.0,19782.0,11627.0,4037.0,11511.0,13990.0,,
2019-06-04,12230.0,11355.0,19600.0,11513.0,3991.0,11344.0,13845.0,,
2019-06-05,12024.0,10965.0,19377.0,11428.0,3978.0,,13635.0,,
2019-06-06,11707.0,10195.0,19055.0,11354.0,3944.0,11178.0,13400.0,,
2019-06-07,11483.0,9675.0,18768.0,11284.0,3928.0,11091.0,13245.0,,
2019-06-10,11281.0,9194.0,18595.0,11195.0,3920.0,10950.0,13106.0,,
2019-06-11,11108.0,8840.0,18386.0,11139.0,3894.0,10972.0,12950.0,,
2019-06-12,10970.0,8650.0,18205.0,11020.0,3846.0,10969.0,12823.0,,
2019-06-13,10868.0,8575.0,18118.0,10836.0,3799.0,10903.0,12745.0,,
2019-06-14,10792.0,8575.0,18050.0,10710.0,3772.0,10767.0,12628.0,,
2019-06-17,10709.0,8605.0,17955.0,10594.0,3714.0,10594.0,12475.0,,
2019-06-18,10614.0,8675.0,17850.0,10403.0,3662.0,10428.0,12310.0,,
2019-06-19,10502.0,8745.0,17750.0,10256.0,3619.0,10239.0,12048.0,,
2019-06-20,10380.0,8730.0,17652.0,10088.0,3586.0,10017.0,11840.0,,
2019-06-21,10310.0,8738.0,17573.0,9952.0,3576.0,9928.0,11743.0,,
2019-06-24,10405.0,9015.0,17741.0,9962.0,3584.0,9811.0,11760.0,,
2019-06-25,10711.0,9775.0,18089.0,10105.0,3589.0,9911.0,11910.0,,
2019-06-26,11054.0,10430.0,18468.0,10344.0,3639.0,10089.0,12165.0,,
2019-06-27,11463.0,11215.0,19105.0,10608.0,3704.0,10300.0,12420.0,,
2019-06-28,11825.0,11925.0,19685.0,10826.0,3743.0,10411.0,12647.0,,
2019-07-01,12065.0,12400.0,20045.0,11005.0,3793.0,10533.0,12765.0,,
2019-07-02,12440.0,13010.0,20727.0,11320.0,3834.0,10739.0,13005.0,,
2019-07-03,12932.0,13935.0,21500.0,11616.0,3939.0,11094.0,13333.0,,
2019-07-04,13898.0,16010.0,23366.0,12066.0,4130.0,11561.0,13763.0,,
2019-07-05,14683.0,17935.0,24468.0,12358.0,4333.0,11900.0,14100.0,,
2019-07-08,14892.0,18345.0,24800.0,12461.0,4389.0,12117.0,14240.0,,
2019-07-09,15182.0,18905.0,25256.0,12653.0,4490.0,12339.0,14394.0,,
2019-07-10,15618.0,19550.0,25857.0,12914.0,4826.0,12544.0,14780.0,,
2019-07-11,16262.0,20480.0,27003.0,13405.0,5433.0,12694.0,15157.0,,
2019-07-12,16715.0,21000.0,27673.0,13999.0,5706.0,13172.0,15425.0,,
2019-07-15,17002.0,21330.0,28068.0,14392.0,5950.0,13413.0,15565.0,,
2019-07-16,17410.0,21985.0,28732.0,14837.0,6148.0,13611.0,15720.0,,
2019-07-17,17629.0,22295.0,29236.0,15046.0,6172.0,14267.0,15842.0,,
2019-07-18,17984.0,22555.0,30062.0,15405.0,6398.0,14639.0,16160.0,,
2019-07-19,18253.0,22725.0,30574.0,15602.0,6681.0,15217.0,16485.0,,
2019-07-22,18506.0,23000.0,30989.0,15796.0,6989.0,15522.0,16698.0,,
2019-07-23,18634.0,23235.0,31089.0,15885.0,7217.0,15789.0,16743.0,,
2019-07-24,18470.0,23110.0,30844.0,15636.0,7360.0,15694.0,16545.0,,
2019-07-25,18190.0,22795.0,30724.0,15200.0,7368.0,15356.0,16272.0,,
2019-07-26,17616.0,21585.0,30001.0,14779.0,7293.0,14917.0,15985.0,,
2019-07-29,17163.0,20825.0,29368.0,14368.0,7180.0,14633.0,15700.0,,
2019-07-30,16537.0,19605.0,28425.0,13931.0,7027.0,14117.0,15358.0,,
2019-07-31,15998.0,18775.0,27620.0,13436.0,6907.0,13489.0,14975.0,,
2019-08-01,15449.0,17980.0,26918.0,12781.0,6782.0,12767.0,14630.0,,
2019-08-02,15116.0,17639.0,26610.0,12186.0,6666.0,11944.0,14439.0,,
2019-08-05,14936.0,17485.0,26409.0,11842.0,6579.0,11533.0,14350.0,,
2019-08-06,15010.0,17620.0,26439.0,11779.0,6590.0,11406.0,14525.0,,
2019-08-07,15373.0,18115.0,26681.0,12152.0,6617.0,11731.0,14920.0,,
2019-08-08,15818.0,18835.0,27155.0,12500.0,6664.0,12044.0,15340.0,,
2019-08-09,16281.0,19570.0,28105.0,12723.0,6702.0,,15758.0,,
2019-08-12,16545.0,19925.0,28614.0,12951.0,6724.0,,15975.0,,
2019-08-13,17127.0,20585.0,29395.0,13644.0,6972.0,12578.0,16443.0,,
2019-08-14,17909.0,21540.0,29993.0,14825.0,7161.0,13967.0,17008.0,,
2019-08-15,18403.0,22050.0,30511.0,15550.0,7279.0,15375.0,17413.0,,
2019-08-16,18601.0,22085.0,30630.0,16015.0,7347.0,16219.0,17593.0,,
2019-08-19,18630.0,21995.0,30605.0,16170.0,7352.0,16439.0,17645.0,,
2019-08-20,18511.0,21635.0,30582.0,16121.0,7339.0,16667.0,17600.0,,
2019-08-21,18604.0,21595.0,30727.0,16178.0,7333.0,16856.0,17850.0,,
2019-08-22,18961.0,21595.0,31050.0,16528.0,7403.0,17133.0,18617.0,,
2019-08-23,19177.0,21555.0,31164.0,16825.0,7420.0,17417.0,19078.0,,
2019-08-26,,,,,,17617.0,,,
2019-08-27,19422.0,21640.0,31427.0,17187.0,7500.0,17672.0,19408.0,,
2019-08-28,19603.0,21750.0,31670.0,17373.0,7562.0,17811.0,19665.0,,
2019-08-29,19770.0,21890.0,31784.0,17548.0,7635.0,18028.0,19895.0,,
2019-08-30,19899.0,21940.0,31861.0,17692.0,7691.0,18128.0,20120.0,,
2019-09-02,19918.0,21945.0,31911.0,17690.0,7712.0,18178.0,20155.0,,
2019-09-03,19878.0,21770.0,31948.0,17759.0,7735.0,18275.0,20090.0,,
2019-09-04,19745.0,21605.0,31841.0,17733.0,7729.0,18417.0,19845.0,,
2019-09-05,19553.0,21435.0,31659.0,17495.0,7771.0,18456.0,19593.0,,
2019-09-06,19332.0,21285.0,31511.0,17222.0,7795.0,18294.0,19248.0,,
2019-09-09,19097.0,21025.0,31291.0,16949.0,7787.0,18139.0,18985.0,,
2019-09-10,18760.0,20735.0,30955.0,16518.0,7729.0,17625.0,18595.0,,
2019-09-11,18583.0,20675.0,30718.0,16238.0,7700.0,16944.0,18375.0,,
2019-09-12,18451.0,20700.0,30659.0,15917.0,7603.0,16189.0,18235.0,,
2019-09-13,18460.0,20900.0,30818.0,15807.0,7553.0,15831.0,18155.0,,
2019-09-16,18431.0,21010.0,30886.0,15652.0,7548.0,15656.0,18072.0,,
2019-09-17,18288.0,21000.0,30773.0,15446.0,7457.0,15533.0,17845.0,,
2019-09-18,17986.0,20725.0,30480.0,15124.0,7304.0,15356.0,17485.0,,
2019-09-19,17596.0,20335.0,30020.0,14759.0,7200.0,15000.0,17003.0,,
2019-09-20,17224.0,19830.0,29573.0,14435.0,7104.0,14633.0,16635.0,,
2019-09-23,16926.0,19380.0,29261.0,14171.0,7028.0,14331.0,16365.0,,
2019-09-24,16569.0,18785.0,28708.0,13943.0,6941.0,14039.0,16075.0,,
2019-09-25,16253.0,18310.0,28223.0,13725.0,6862.0,13711.0,15785.0,,
2019-09-26,15825.0,17665.0,27486.0,13423.0,6757.0,13389.0,15430.0,,
2019-09-27,15451.0,17095.0,27000.0,13090.0,6662.0,13050.0,15130.0,,
2019-09-30,15119.0,16610.0,26423.0,12804.0,6491.0,12839.0,14915.0,,
2019-10-01,14976.0,16285.0,26241.0,12713.0,6443.0,12663.0,14860.0,,
2019-10-02,14837.0,15915.0,25995.0,12754.0,6421.0,12729.0,14760.0,,
2019-10-03,14790.0,15745.0,25850.0,12845.0,6434.0,12844.0,14715.0,,
2019-10-04,14870.0,15670.0,25836.0,13153.0,6485.0,13063.0,14775.0,,
2019-10-07,15020.0,15780.0,25900.0,13554.0,6537.0,13188.0,14810.0,,
2019-10-08,15435.0,16435.0,26514.0,14065.0,6716.0,13419.0,14955.0,,
2019-10-09,15833.0,16975.0,26973.0,14596.0,6813.0,13772.0,15205.0,,
2019-10-10,16280.0,17330.0,27455.0,15068.0,6946.0,14250.0,15800.0,,
2019-10-11,16440.0,17430.0,27577.0,15259.0,7006.0,14728.0,16030.0,,
2019-10-14,16532.0,17470.0,27605.0,15465.0,7080.0,15169.0,16100.0,,
2019-10-15,16447.0,17373.0,27500.0,15401.0,7018.0,15333.0,16005.0,,
2019-10-16,16158.0,16850.0,27223.0,15179.0,6953.0,15139.0,15778.0,,
2019-10-17,15914.0,16495.0,26973.0,14952.0,6912.0,14872.0,15545.0,,
2019-10-18,15726.0,16295.0,26736.0,14715.0,6876.0,14672.0,15375.0,,
2019-10-21,15525.0,16045.0,26495.0,14518.0,6818.0,14517.0,15175.0,,
2019-10-22,15317.0,15900.0,26264.0,14161.0,6799.0,14375.0,14985.0,,
2019-10-23,15101.0,15645.0,26077.0,13858.0,6701.0,14294.0,14825.0,,
2019-10-24,14917.0,15475.0,25793.0,13585.0,6643.0,13989.0,14695.0,,
2019-10-25,14497.0,14625.0,25300.0,13250.0,6572.0,13739.0,14470.0,,
2019-10-28,14137.0,13940.0,24785.0,13005.0,6524.0,,14233.0,,
2019-10-29,13862.0,13460.0,24305.0,12856.0,6473.0,13506.0,14018.0,,
2019-10-30,13620.0,13160.0,23923.0,12570.0,6412.0,13194.0,13845.0,,
2019-10-31,13371.0,12805.0,23609.0,12304.0,6308.0,12922.0,13675.0,,
2019-11-01,13109.0,12411.0,23255.0,12103.0,6270.0,12722.0,13428.0,,
2019-11-04,12838.0,12015.0,22912.0,11881.0,6185.0,12500.0,13180.0,,
2019-11-05,12477.0,11425.0,22361.0,11588.0,6119.0,12156.0,12919.0,,
2019-11-06,12059.0,10700.0,21782.0,11232.0,5957.0,11778.0,12675.0,,
2019-11-07,11660.0,10160.0,21173.0,10852.0,5860.0,11183.0,12345.0,,
2019-11-08,11295.0,9710.0,20586.0,10442.0,5741.0,10600.0,12080.0,,
2019-11-11,10996.0,9450.0,20123.0,10080.0,5372.0,10189.0,11880.0,,
2019-11-12,10703.0,9255.0,19630.0,9717.0,5090.0,9672.0,11625.0,,
2019-11-13,10428.0,9010.0,19159.0,9396.0,4920.0,9333.0,11395.0,,
2019-11-14,10139.0,8720.0,18723.0,9134.0,4772.0,8983.0,11085.0,,
2019-11-15,9999.0,8670.0,18509.0,8968.0,4630.0,8739.0,10920.0,,
2019-11-18,9970.0,8735.0,18461.0,8936.0,4558.0,8606.0,10835.0,,
2019-11-19,9992.0,8785.0,18341.0,9067.0,4622.0,8778.0,10775.0,,
2019-11-20,10004.0,8925.0,18236.0,9237.0,4733.0,8961.0,10555.0,,
2019-11-21,9942.0,8975.0,18127.0,9373.0,4739.0,9194.0,10228.0,,
2019-11-22,9877.0,9035.0,17977.0,9381.0,4711.0,9322.0,10015.0,,
2019-11-25,9829.0,9110.0,17643.0,9447.0,4611.0,9383.0,9880.0,,
2019-11-26,9763.0,9140.0,17377.0,9484.0,4551.0,9417.0,9715.0,,
2019-11-27,9844.0,9440.0,17332.0,9579.0,4521.0,9542.0,9680.0,,
2019-11-28,10239.0,10465.0,17541.0,9854.0,4578.0,9606.0,9825.0,,
2019-11-29,10758.0,11805.0,17909.0,10128.0,4625.0,9694.0,10070.0,,
2019-12-02,11277.0,12840.0,18423.0,10488.0,4732.0,9756.0,10430.0,,
2019-12-03,11517.0,13165.0,18743.0,10768.0,4795.0,9939.0,10600.0,,
2019-12-04,11591.0,13160.0,18868.0,10942.0,4824.0,10117.0,10655.0,,
2019-12-05,11695.0,13185.0,18959.0,11087.0,4892.0,10289.0,10805.0,,
2019-12-06,11811.0,13280.0,19000.0,11228.0,4961.0,10372.0,10960.0,,
2019-12-09,11924.0,13365.0,19114.0,11362.0,5041.0,10394.0,11088.0,,
2019-12-10,12174.0,13735.0,19655.0,11528.0,5128.0,10506.0,11265.0,,
2019-12-11,12544.0,14465.0,20225.0,11697.0,5221.0,10694.0,11530.0,,
2019-12-12,12681.0,14710.0,20427.0,11781.0,5264.0,10844.0,11630.0,,
2019-12-13,12745.0,14845.0,20505.0,11815.0,5286.0,10883.0,11670.0,,
2019-12-16,12730.0,14840.0,20545.0,11693.0,5275.0,10858.0,11715.0,,
2019-12-17,12365.0,14085.0,20314.0,11288.0,5121.0,10667.0,11595.0,,
2019-12-18,11685.0,12860.0,19805.0,10497.0,4951.0,10311.0,11235.0,,
2019-12-19,11062.0,12150.0,19341.0,9498.0,4669.0,9733.0,10830.0,,
2019-12-20,10508.0,11625.0,18977.0,8478.0,4403.0,9167.0,10480.0,,
2019-12-23,10099.0,11320.0,18636.0,7704.0,4226.0,8617.0,10190.0,,
2019-12-24,9812.0,11060.0,18468.0,7216.0,4066.0,8039.0,9965.0,,
2020-01-02,9031.0,10440.0,17818.0,6396.0,3463.0,6281.0,8980.0,,
2020-01-03,8537.0,9740.0,17136.0,5898.0,3176.0,5050.0,8655.0,,
2020-01-06,8013.0,9067.0,16183.0,5506.0,2894.0,4633.0,8206.0,,
2020-01-07,7609.0,8645.0,15545.0,5132.0,2635.0,4078.0,7823.0,,
2020-01-08,7223.0,8275.0,15086.0,4622.0,2181.0,3722.0,7575.0,,
2020-01-09,7063.0,7830.0,14886.0,4278.0,1760.0,3422.0,7905.0,,
2020-01-10,6939.0,7595.0,14745.0,3909.0,1438.0,3117.0,8150.0,,
2020-01-13,6834.0,7330.0,14627.0,3843.0,1191.0,2975.0,8195.0,,
2020-01-14,6899.0,7175.0,14620.0,3882.0,1034.0,2911.0,8565.0,,
2020-01-15,7422.0,7065.0,15148.0,4320.0,1058.0,3017.0,9850.0,,
2020-01-16,7727.0,6875.0,15402.0,4885.0,1384.0,3333.0,10360.0,,
2020-01-17,7830.0,6645.0,15213.0,5538.0,1595.0,3544.0,10346.0,,
2020-01-20,7791.0,6465.0,15069.0,5717.0,1713.0,3822.0,10223.0,,
2020-01-21,7418.0,5985.0,14691.0,5534.0,1693.0,3939.0,9665.0,,
2020-01-22,6844.0,5270.0,14182.0,5167.0,1605.0,3889.0,8855.0,,
2020-01-23,6425.0,4805.0,13895.0,4858.0,1478.0,3656.0,8240.0,,
2020-01-24,6216.0,4590.0,13723.0,4677.0,1357.0,3425.0,7970.0,,
2020-01-27,6054.0,4450.0,13643.0,4455.0,1264.0,,7790.0,,
2020-01-28,5861.0,4330.0,13486.0,4169.0,1139.0,3291.0,7580.0,,
2020-01-29,5648.0,4135.0,13291.0,3951.0,1024.0,3144.0,7315.0,,
2020-01-30,5351.0,3985.0,12945.0,3752.0,766.0,3031.0,6820.0,,
2020-01-31,5163.0,3835.0,12736.0,3598.0,589.0,2925.0,6575.0,,
2020-02-03,4910.0,3485.0,12327.0,3445.0,476.0,2822.0,6325.0,,
2020-02-04,4738.0,3275.0,12077.0,3335.0,388.0,2744.0,6130.0,,
2020-02-05,4681.0,3160.0,12045.0,3289.0,349.0,2678.0,6098.0,,
2020-02-06,4773.0,3115.0,12118.0,3392.0,348.0,2539.0,6332.0,,
2020-02-07,4871.0,3128.0,12209.0,3581.0,473.0,2478.0,6420.0,,
2020-02-10,4913.0,3088.0,12295.0,3728.0,532.0,2461.0,6420.0,,
2020-02-11,5010.0,3098.0,12395.0,3967.0,605.0,2416.0,6480.0,,
2020-02-12,5234.0,3155.0,12625.0,4233.0,676.0,2439.0,6855.0,,
2020-02-13,5506.0,3268.0,12861.0,4570.0,759.0,2700.0,7283.0,,
2020-02-14,5724.0,3350.0,13125.0,4890.0,851.0,2983.0,7553.0,,
2020-02-17,5917.0,3425.0,13355.0,5093.0,908.0,3283.0,7870.0,,
2020-02-18,6207.0,3785.0,13568.0,5425.0,992.0,3589.0,8160.0,,
2020-02-19,6496.0,4105.0,13764.0,5797.0,1108.0,3906.0,8445.0,,
2020-02-20,6796.0,4540.0,14023.0,6081.0,1205.0,4167.0,8725.0,,
2020-02-21,7087.0,4805.0,14398.0,6225.0,1250.0,4294.0,9215.0,,
2020-02-24,7302.0,5121.0,14627.0,6356.0,1291.0,4375.0,9470.0,,
2020-02-25,7467.0,5395.0,14841.0,6458.0,1353.0,4517.0,9615.0,,
2020-02-26,7733.0,5653.0,15257.0,6588.0,1428.0,4583.0,10015.0,,
2020-02-27,7972.0,5990.0,15577.0,6662.0,1491.0,4661.0,10340.0,,
2020-02-28,8147.0,6305.0,15850.0,6754.0,1536.0,4806.0,10480.0,,
2020-03-02,8232.0,6505.0,16025.0,6772.0,1554.0,4950.0,10517.0,,
2020-03-03,8419.0,6715.0,16377.0,6902.0,1611.0,5122.0,10720.0,,
2020-03-04,8651.0,6960.0,16741.0,7165.0,1678.0,5372.0,10925.0,,
2020-03-05,9231.0,8205.0,17855.0,7386.0,1773.0,5539.0,11235.0,,
2020-03-06,9610.0,9090.0,18577.0,7538.0,1816.0,5728.0,11380.0,,
2020-03-09,9607.0,9110.0,18582.0,7542.0,1826.0,5800.0,11345.0,,
2020-03-10,9573.0,9045.0,18568.0,7536.0,1863.0,5838.0,11283.0,,
2020-03-11,9511.0,8890.0,18509.0,7538.0,1889.0,5850.0,11215.0,,
2020-03-12,9314.0,8645.0,18286.0,7456.0,1891.0,5867.0,10905.0,,
2020-03-13,9061.0,8375.0,18041.0,7296.0,1875.0,5833.0,10505.0,,
2020-03-16,8732.0,8070.0,17752.0,7068.0,1795.0,5778.0,9975.0,,
2020-03-17,8367.0,7660.0,17441.0,6771.0,1687.0,5633.0,9488.0,,
2020-03-18,7975.0,7140.0,17064.0,6455.0,1581.0,5456.0,9040.0,,
2020-03-19,7652.0,6800.0,16745.0,6081.0,1498.0,5228.0,8690.0,,
2020-03-20,7259.0,6340.0,16223.0,5738.0,1376.0,4988.0,8265.0,,
2020-03-23,6968.0,6015.0,15677.0,5505.0,1276.0,4833.0,7975.0,,
2020-03-24,6714.0,5670.0,15082.0,5289.0,1214.0,4511.0,7815.0,,
2020-03-25,6484.0,5270.0,14520.0,5128.0,1195.0,4189.0,7711.0,,
2020-03-26,6437.0,5010.0,14218.0,5075.0,1181.0,3883.0,7920.0,,
2020-03-27,6563.0,4970.0,14295.0,5164.0,1179.0,3700.0,8275.0,,
2020-03-30,6589.0,4830.0,14323.0,5265.0,1191.0,3622.0,8380.0,,
2020-03-31,6813.0,4825.0,14582.0,5523.0,1232.0,3567.0,8815.0,,
2020-04-01,7050.0,4855.0,14711.0,5854.0,1250.0,3589.0,9255.0,,
2020-04-02,7131.0,4825.0,14695.0,6108.0,1296.0,3806.0,9330.0,,
2020-04-03,7170.0,4745.0,14605.0,6329.0,1331.0,4089.0,9360.0,,
2020-04-06,7205.0,4710.0,14536.0,6537.0,1350.0,4200.0,9350.0,,
2020-04-07,7198.0,4643.0,14473.0,6722.0,1371.0,4472.0,9240.0,,
2020-04-08,7244.0,4563.0,14355.0,7015.0,1394.0,4856.0,9248.0,,
2020-04-09,7315.0,4553.0,14314.0,7251.0,1437.0,5639.0,9295.0,,
2020-04-13,,,,,,6139.0,,,
2020-04-14,7361.0,4520.0,14316.0,7412.0,1457.0,6322.0,9335.0,,
2020-04-15,7380.0,4518.0,14327.0,7460.0,1459.0,6311.0,9355.0,,
2020-04-16,7392.0,4630.0,14409.0,7384.0,1448.0,6144.0,9343.0,,
2020-04-17,7429.0,4960.0,14490.0,7238.0,1427.0,5867.0,9292.0,,
2020-04-20,7402.0,5075.0,14520.0,7107.0,1383.0,5744.0,9222.0,,
2020-04-21,7234.0,5010.0,14427.0,6753.0,1329.0,5564.0,9060.0,,
2020-04-22,7005.0,4780.0,14225.0,6417.0,1295.0,5444.0,8847.0,,
2020-04-23,6832.0,4520.0,14086.0,6199.0,1252.0,5353.0,8728.0,,
2020-04-24,6719.0,4345.0,13850.0,6033.0,1220.0,5253.0,8725.0,,
2020-04-27,6667.0,4258.0,13791.0,5953.0,1206.0,5221.0,8715.0,,
2020-04-28,6578.0,4083.0,13664.0,5875.0,1193.0,5172.0,8675.0,,
2020-04-29,6482.0,3910.0,13500.0,5824.0,1186.0,5113.0,8600.0,,
2020-04-30,6402.0,3825.0,13384.0,5835.0,1191.0,5056.0,8430.0,,
2020-05-01,6337.0,3705.0,13263.0,5867.0,1191.0,,8328.0,,
2020-05-04,6315.0,3643.0,13191.0,5875.0,1191.0,4981.0,8325.0,,
2020-05-05,6228.0,3505.0,12945.0,5838.0,1189.0,4950.0,8263.0,,
2020-05-06,6104.0,3255.0,12591.0,5883.0,1194.0,5022.0,8135.0,,
2020-05-07,5999.0,3030.0,12191.0,5951.0,1208.0,,8046.0,,
2020-05-08,,,,,,5244.0,,,
2020-05-11,5923.0,2910.0,11927.0,6005.0,1211.0,5372.0,7934.0,,
2020-05-12,5806.0,2660.0,11614.0,6081.0,1211.0,5411.0,7795.0,,
2020-05-13,5656.0,2395.0,11386.0,6048.0,1200.0,5483.0,7623.0,,
2020-05-14,5524.0,2210.0,11232.0,5987.0,1194.0,5506.0,7440.0,,
2020-05-15,5424.0,2125.0,11095.0,5921.0,1194.0,5639.0,7280.0,,
2020-05-18,5392.0,2095.0,11027.0,5928.0,1195.0,5794.0,7215.0,,
2020-05-19,5390.0,2015.0,10986.0,6011.0,1223.0,6089.0,7210.0,,
2020-05-20,5465.0,2005.0,10989.0,6205.0,1239.0,6389.0,7298.0,,
2020-05-21,5606.0,2000.0,11068.0,6473.0,1296.0,6733.0,7506.0,,
2020-05-22,5718.0,2015.0,11114.0,6611.0,1321.0,6961.0,7725.0,,
2020-05-26,5908.0,2080.0,11336.0,6817.0,1357.0,7067.0,8047.0,,
2020-05-27,6198.0,2255.0,11582.0,6973.0,1388.0,7211.0,8645.0,,
2020-05-28,6483.0,2510.0,11950.0,7128.0,1416.0,7428.0,9123.0,,
2020-05-29,6789.0,2835.0,12382.0,7256.0,1441.0,7578.0,9613.0,,
2020-06-01,6991.0,3089.0,12705.0,7404.0,1480.0,7672.0,9831.0,,
2020-06-02,7151.0,3255.0,13009.0,7533.0,1498.0,7783.0,10011.0,,
2020-06-03,7285.0,3430.0,13318.0,7662.0,1521.0,7950.0,10093.0,,
2020-06-04,7336.0,3585.0,13464.0,7721.0,1530.0,8039.0,10033.0,,
2020-06-05,7324.0,3615.0,13473.0,7735.0,1539.0,8089.0,9950.0,,
2020-06-08,7281.0,3615.0,13440.0,7694.0,1525.0,8089.0,9856.0,,
2020-06-09,7192.0,3610.0,13414.0,7545.0,1514.0,7939.0,9700.0,,
2020-06-10,7168.0,3655.0,13395.0,7408.0,1501.0,7783.0,9708.0,,
2020-06-11,7391.0,3875.0,13577.0,7482.0,1508.0,7700.0,10145.0,,
2020-06-12,7665.0,4225.0,13909.0,7623.0,1545.0,7728.0,10524.0,,
2020-06-15,7959.0,4670.0,14418.0,7806.0,1583.0,7794.0,10798.0,,
2020-06-16,8545.0,5880.0,15241.0,8133.0,1655.0,8389.0,11175.0,,
2020-06-17,9170.0,6895.0,16064.0,8576.0,1786.0,8750.0,11725.0,,
2020-06-18,10055.0,8500.0,17373.0,9048.0,1877.0,9239.0,12475.0,,
2020-06-19,10603.0,9975.0,17841.0,9343.0,1956.0,9517.0,12645.0,,
2020-06-22,10840.0,10685.0,18073.0,9565.0,2004.0,9539.0,12565.0,,
2020-06-23,10997.0,11205.0,18289.0,9714.0,2050.0,9733.0,12445.0,,
2020-06-24,11202.0,11900.0,18457.0,9814.0,2043.0,9917.0,12410.0,,
2020-06-25,11273.0,12165.0,18714.0,9875.0,2043.0,9950.0,12290.0,,
2020-06-26,11306.0,12375.0,18891.0,9886.0,2048.0,9809.0,12155.0,,
2020-06-29,11307.0,12550.0,19152.0,9802.0,2041.0,9650.0,12000.0,,
2020-06-30,11315.0,12610.0,19291.0,9698.0,2034.0,9494.0,12018.0,,
2020-07-01,11298.0,12735.0,19370.0,9542.0,2011.0,9283.0,11969.0,,
2020-07-02,11317.0,12940.0,19550.0,9408.0,1988.0,9122.0,11920.0,,
2020-07-03,11840.0,13510.0,20068.0,9648.0,2025.0,9100.0,12803.0,,
2020-07-06,12387.0,14065.0,20914.0,9988.0,2324.0,9250.0,13500.0,,
2020-07-07,13113.0,15200.0,22073.0,10649.0,3159.0,10250.0,13760.0,,
2020-07-08,13651.0,16160.0,23000.0,11381.0,3445.0,11444.0,13738.0,,
2020-07-09,14011.0,16710.0,23932.0,11860.0,3774.0,12000.0,13658.0,,
2020-07-10,14286.0,17150.0,24844.0,12065.0,3916.0,,13688.0,,
2020-07-13,14376.0,17290.0,25250.0,12106.0,3939.0,12011.0,13694.0,,
2020-07-14,14375.0,17270.0,25359.0,12123.0,3988.0,11950.0,13640.0,,
2020-07-15,14211.0,17045.0,25209.0,12015.0,3978.0,11828.0,13423.0,,
